fname,lambda_010,lambda_025,lambda_050,lambda_075,lambda_100,lambda_inf,lambda_000
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_119744-51776,1,1,1,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_119744-52288,1,1,1,0,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_119744-53824,1,1,0,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_119744-54336,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_119744-54848,1,1,1,0,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120256-51776,1,1,1,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120256-52288,1,1,1,0,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120256-53824,0,1,0,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120256-54336,0,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120256-54848,0,1,1,0,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120256-55872,1,1,1,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120256-56384,1,0,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-44544,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-45056,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-45568,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-47104,1,1,0,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-47616,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-48128,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-48640,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-49152,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-49664,1,1,1,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-50176,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-50688,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-51200,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-51712,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-52224,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-52736,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-53248,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-53760,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-54272,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-54784,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_12032-55296,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120768-51264,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120768-51776,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120768-52288,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120768-54336,0,1,1,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120768-54848,0,1,1,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120768-55360,1,1,1,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120768-55872,1,1,1,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120768-56384,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120768-56896,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120768-57408,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120768-57920,1,1,1,0,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_120768-58432,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121280-51264,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121280-51776,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121280-52288,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121280-52800,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121280-53312,1,1,1,0,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121280-54848,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121280-55360,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121280-55872,1,1,1,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121280-56384,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121280-56896,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121280-57408,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121280-57920,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121280-58432,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121280-58944,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-51776,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-52288,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-52800,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-53312,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-53824,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-54848,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-55360,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-55872,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-56384,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-56896,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-57408,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-57920,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-58432,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-58944,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-59456,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-59968,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_121792-60480,0,1,0,0,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-50752,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-51264,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-51776,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-52288,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-52800,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-53312,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-53824,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-54336,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-54848,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-55360,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-55872,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-56384,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-56896,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-57408,1,0,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-57920,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-58432,1,0,1,0,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-58944,0,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-59456,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-59968,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122304-60480,0,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-48704,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-49216,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-49728,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-50240,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-50752,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-51264,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-51776,1,1,1,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-52288,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-52800,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-53312,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-53824,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-54336,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-54848,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-55360,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-55872,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-56384,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-56896,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-57408,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-57920,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-58432,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-58944,1,0,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-59456,1,0,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_122816-60480,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-48704,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-49216,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-49728,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-50240,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-50752,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-51264,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-51776,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-52288,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-52800,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-53312,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-53824,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-54336,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-54848,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-55360,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-55872,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-56384,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-56896,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-57408,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-57920,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-58432,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123328-59456,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-49216,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-49728,1,0,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-50240,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-50752,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-51264,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-51776,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-52288,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-52800,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-53312,1,1,1,0,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-53824,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-54336,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-54848,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-55360,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-55872,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-56384,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-56896,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-57408,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-57920,1,1,1,0,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-58432,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-58944,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_123840-59456,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-49216,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-49728,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-50240,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-50752,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-51264,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-51776,1,1,0,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-52288,1,1,0,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-52800,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-53312,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-53824,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-54336,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-54848,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-55360,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-55872,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-56384,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-56896,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-57408,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-57920,1,0,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-58432,1,1,1,0,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124352-59456,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-43584,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-44096,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-45120,0,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-45632,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-46144,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-46656,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-47168,1,1,1,0,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-49216,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-49728,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-50240,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-51264,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-51776,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-52288,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-52800,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-53312,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-53824,1,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-54336,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-54848,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-55360,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-55872,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-56384,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-56896,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-57408,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-57920,1,0,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_124864-59456,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_125376-24640,1,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_125376-25152,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_125376-25664,0,1,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_125376-26176,0,0,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_125376-26688,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_125376-43072,1,1,1,0,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_125376-43584,1,1,1,0,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_125376-44096,1,0,1,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_125376-44608,1,1,1,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_125376-45120,0,1,0,1,0,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_125376-45632,1,1,0,1,1,0,1
/data/sample_dataset/Camelyon16/tumor_102/HR/tumor_102_125376-46144,1,1,1,1,1,0,1
